Scene,Algorithm,Run,Seed,BestFitness,Runtime,Feasible,Violation,NEvals,FirstFeasibleIter,FirstFeasibleTime,RepairCount,RepairSuccessCount,ViabilityFieldCount,ViabilityFieldSuccessCount,WallClock
2,PSO,28,20280958,293.528998135032,4.5108773,1,3.5527136788005e-14,9030,NaN,NaN,NaN,NaN,0,0,0.0012526
2,PSO,29,20280959,1672.20224368197,5.1992124,0,7,9030,NaN,NaN,NaN,NaN,0,0,0.0010533
2,PSO,30,20280960,1397.21991894793,5.5288499,0,6,9030,NaN,NaN,NaN,NaN,0,0,0.0014099
2,GWO,1,20281031,298.054230854635,5.8612912,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0009468
2,GWO,2,20281032,301.264766693809,5.6301931,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0015167
2,GWO,3,20281033,292.489339704633,5.9058246,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0015745
2,GWO,4,20281034,396.492963045138,5.5294761,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0017983
2,GWO,5,20281035,307.824421635945,5.6582386,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0015141
2,GWO,6,20281036,368.199367080571,6.2379295,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0011888
2,GWO,7,20281037,326.131030767758,6.0098547,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0016174
2,GWO,8,20281038,368.539489406259,5.835205,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0015837
